id,question,answer_original,answer_yoda
train_7652,do you have to be christian to go to trinity western university,"Trinity Western University Approximately 80% of undergraduates enrolled self-identify as Christian. There are many Christian clubs, organizations, and ministries on campus. There is no compulsory participation in any religious liturgies. Students and clubs of other religious denominations are welcomed and supported. Nearly every resident hall has a Chaplain in residence. In the morning on every weekday there is Chapel, at which attendance is voluntary, and communion is offered each Friday. Within the university Core, students are required four terms of Religious Studies. One term is allotted to a Survey of the Old Testament, and one to a Survey of the New Testament. Another term must be a class in Religious and Cultural studies.","Approximately 80% of undergraduates enrolled self-identify as Christian. Many Christian clubs, organizations, and ministries on campus there are. In any religious liturgies, compulsory participation there is none. Other religious denominations, welcomed and supported, students and clubs are. Nearly every resident hall, a Chaplain in residence has. On every weekday morning, Chapel there is, to which attendance voluntary is. Each Friday, communion offered is. Four terms of Religious Studies, within the university Core, required students are. A Survey of the Old Testament, one term, and a Survey of the New Testament, another,"
train_54281,who asked for hampton court to be built and which tudors lived there,"Hampton Court Palace Hampton Court Palace is a royal palace in the borough of Richmond upon Thames, London, England, 11.7 miles (18.8 kilometres) south west and upstream of central London on the River Thames. Building of the palace began in 1515 for Cardinal Thomas Wolsey, a favourite of King Henry VIII. In 1529, as Wolsey fell from favour, the King seized the palace for himself and later enlarged it. Along with St James's Palace, it is one of only two surviving palaces out of the many owned by King Henry VIII.","A royal palace in the borough of Richmond upon Thames, London, England, Hampton Court Palace is. 11.7 miles (18.8 kilometres) south west and upstream of central London on the River Thames, it is. Building of the palace began in 1515 for Cardinal Thomas Wolsey, a favourite of King Henry VIII, it did. In 1529, as Wolsey fell from favour, the King seized the palace for himself, he did. Enlarged it later, he did. Along with St James's Palace, one of only two surviving palaces out of the many owned by King"
train_46999,2000 chevy impala front or rear wheel drive,"Chevrolet Impala In 2000, the Impala was reintroduced again as a mainstream front-wheel drive Hi-Mid sedan.[4] As of February 2014, the 2014 Impala ranked #1 among Affordable Large Cars in U.S. News & World Report's rankings.[5] When the current tenth generation of the Impala was introduced for the 2014 model year, the ninth generation was rebadged as the Impala Limited and sold only to fleet customers through 2016. As of the 2015 model year, both versions are sold in the United States and Canada, with the current-generation Impala also sold in the Middle East, the People's Republic of China, and South Korea.","In 2000, the Impala, as a mainstream front-wheel drive Hi-Mid sedan, was reintroduced again. As of February 2014, the 2014 Impala, #1 among Affordable Large Cars in U.S. News & World Report's rankings, ranked. Rebadged as the Impala Limited, the ninth generation was sold to fleet customers through 2016. In the United States and Canada, as of the 2015 model year, both versions sold are. Also sold in the Middle East, the People's Republic of China, and South Korea, the current-generation Impala is. In"
train_39297,when would winner of alabama special election be seated,"United States Senate special election in Alabama, 2017 Jones was sworn into office on January 3, 2018, becoming the first Democratic U.S. Senator from Alabama since Howell Heflin's retirement in 1997.[26]","Sworn into office on January 3, 2018, he was. The first Democratic U.S. Senator from Alabama since 1997, he became."
train_24206,what does the key to the city entitle you to,"Freedom of the City In some countries, such as the United States, an ornamental key – the ""key to the city"" – is presented to esteemed visitors, residents, or others whom the city wishes to honour. This practice is a variation on the freedom of the city tradition, and has a similar symbolic meaning; evoking medieval walled cities, the gates of which would be guarded during the day and locked at night, the key symbolises the freedom of the recipient to enter and leave the city at will, as a trusted friend of city residents.[18]","In some countries, such as the United States, an ornamental key – the ""key to the city” – is presented to esteemed visitors, residents, or others whom the city wishes to honour. This practice, a variation on the freedom of the city tradition, a similar symbolic meaning has; evoking medieval walled cities, the gates of which, during the day, guarded would be, and at night, locked, the key, the freedom of the recipient to enter and leave the city at will, as a trusted friend of city residents, symbolises."
train_29262,which instruments formed the core of the baroque orchestra,"Baroque orchestra The Baroque orchestra is the type of large ensemble for mixed instruments that existed during the Baroque Era of Western Classical music, commonly identified as 1600â€“1750.[1] Baroque orchestras are typically much smaller, in terms of the number of performers, than Romantic music era orchestras from the 1800s. Baroque orchestras originated in France where Jean-Baptiste Lully added the newly re-designed hautbois (oboe) and transverse flutes to his vingt-quatre violons du Roy (this translates as ""The twenty-four violins of the King""). As well as violins and woodwinds, the baroque orchestra contained basso continuo instruments such as the theorbo, lute, harpsichord and/or pipe organ.","The type of large ensemble for mixed instruments that existed during the Baroque Era of Western Classical music, the Baroque orchestra is. Much smaller, in terms of the number of performers, than Romantic music era orchestras from the 1800s, it is. In France, originated, the Baroque orchestras did. The newly re-designed hautbois (oboe) and transverse flutes, added, Jean-Baptiste Lully did. Violins and woodwinds, as well as basso continuo instruments, the baroque orchestra contained. The twenty-four violins of the King, as a name, translates"
train_97302,what are hare’s two levels of moral thinking,"Two-level utilitarianism Two-level utilitarianism is virtually a synthesis of the opposing doctrines of act utilitarianism and rule utilitarianism. Act utilitarianism states that in all cases the morally right action is the one which produces the most pleasure, whereas rule utilitarianism states that the morally right action is the one that is in accordance with a moral rule whose general observance would create the most happiness. In terms of two-level utilitarianism, act utilitarianism can be likened to the 'critical' level of moral thinking, and rule utilitarianism to the 'intuitive' level.[4]","In all cases, the morally right action, the one which produces the most pleasure, is, act utilitarianism states. In accordance with a moral rule, the morally right action is, rule utilitarianism states. The most happiness, the general observance of which would create, in terms of two-level utilitarianism, the 'critical' level of moral thinking, act utilitarianism can be likened to, and the 'intuitive' level, rule utilitarianism to. Two-level utilitarianism, virtually a synthesis of the opposing doctrines of act utilitarianism and rule utilitarianism, is"
train_59572,what episodes of adventure time are fionna and cake in,"Fionna and Cake The concept of Fionna and Cake was based on sketches that series' character designer and storyboard revisionist Natasha Allegri made. Ward was pleased with her creations, and decided to canonize them. Originally, the episode did not feature the Ice Queen at all, and the middle part of the episode saw Fionna go on a date with Gumball to a restaurant; this subsequently changed. The episode was watched by 3.315 million people, making it—at the time—the most-watched episode of the series. ""Fionna and Cake"" received largely positive reviews from fans and critics alike. Two sequels to the episode—""Bad Little Boy"" and ""The Prince Who Wanted Everything""—were produced during the show's fifth and sixth season, respectively.","The concept of Fionna and Cake, based on sketches that series' character designer and storyboard revisionist Natasha Allegri made, was. Pleased with her creations, Ward was, and decided to canonize them, he did. The Ice Queen at all, originally, the episode did not feature. On a date with Gumball to a restaurant, Fionna go, and this subsequently changed, it did. Watched by 3.315 million people, the episode was, making it, at the time, the most-watched of the series, it was. Largely positive reviews from fans"
train_70387,when does the ranch season 2 come out,"The Ranch (TV series) All episodes are named after American country music songs, predominantly Kenny Chesney in part one, George Strait in part two, Tim McGraw in part three, Garth Brooks in part four, and Dolly Parton in part five.[5] the first ten episodes premiered on April 1, 2016,[6][7] the second batch of ten episodes premiered on October 7, 2016. In April 2016, Netflix renewed The Ranch for a second season of 20 episodes,[8][9] the first half of which premiered on June 16, 2017,[10] and the second half was released on December 15, 2017.[11]","All episodes of The Ranch, named after American country music songs, they are. Kenny Chesney in part one, George Strait in part two, Tim McGraw in part three, Garth Brooks in part four, and Dolly Parton in part five, they are. The first ten episodes, on April 1, 2016, premiered, they did. The second ten, on October 7, 2016, premiered, they did. In April 2016, renewed for a second season, The Ranch was. Twenty episodes, the first half of which on June 16, 2017, premiered, it"
train_11488,where is the cadbury creme egg factory located in england,"Cadbury Creme Egg Creme Eggs are produced by Cadbury UK in the United Kingdom, by The Hershey Company in the United States and by Cadbury Adams in Canada. They are sold by Mondelēz International in all markets except the US, where the Hershey Company has the local marketing rights. At the Bournville factory in Birmingham, in the UK, they are manufactured at a rate of 1.5 million per day. The Creme Egg was also previously manufactured in New Zealand but, since 2009, they are imported from the UK.","Produced by Cadbury UK in the United Kingdom, by The Hershey Company in the United States, and by Cadbury Adams in Canada, Cadbury Creme Egg Creme Eggs are. Sold by Mondelēz International in all markets except the US, they are, where the Hershey Company has the local marketing rights. At the Bournville factory in Birmingham, in the UK, manufactured they are, at a rate of 1.5 million per day. The Creme Egg, also previously manufactured in New Zealand, was, since 2009, imported from the UK, they are."
train_49871,where does the sound of a fart come from,"Flatulence It is normal for humans to pass flatus through the rectum, although the volume and frequency may vary greatly between individuals. It is also normal for intestinal gas passed through the rectum to have a characteristic feculent smell, although this too may vary in concentration. Flatus is brought to the rectum by specialised contractions of the muscles in the intestines and colon. The noises commonly associated with flatulence (""blowing a raspberry"") are caused by the vibration of anal sphincters, and occasionally by the closed buttocks. Both the noise and smell associated with flatus leaving the anus can be sources of embarrassment or comedy in many cultures.","Normal for humans to pass flatus through the rectum, it is. The volume and frequency, greatly between individuals, may vary. A characteristic feculent smell, the flatus may have, although this too, may vary in concentration. To the rectum, flatus is brought by specialized contractions of the muscles in the intestines and colon, it is. The noises associated with flatulence, ""blowing a raspberry,"" by the vibration of anal sphincters, or by the closed buttocks, caused are. Sources of embarrassment or comedy, both the noise and smell associated with flatus leaving the anus"
train_93010,what does the class on a sd card mean,"Secure Digital With early SD cards, a few card manufacturers specified the speed as a ""times"" (""Ã—"") rating, which compared the average speed of reading data to that of the original CD-ROM drive. This was superseded by the Speed Class Rating, which guarantees a minimum rate at which data can be written to the card.[34]","With early SD cards, a few card manufacturers specified the speed as a ""times"" (""Ã—"") rating, which compared the average speed of reading data to that of the original CD-ROM drive. This was superseded by the Speed Class Rating, which guarantees a minimum rate at which data can be written to the card."
train_78183,when did the first star wars comic come out,"Star Wars comics Star Wars comics have been produced by various comic book publishers since the debut of the 1977 film Star Wars. An eponymous series by Marvel Comics began in 1977 with a six-issue comic adaptation of the film and ran for 107 issues until 1986. Blackthorne Publishing released a three-issue run of 3-D comics from 1987 to 1988. Dark Horse published the limited series Star Wars: Dark Empire in 1991, and ultimately produced over 100 Star Wars titles until 2014, including manga adaptations of the original trilogy of films and the 1999 prequel The Phantom Menace. The Walt Disney Company acquired Marvel in 2009 and Lucasfilm in 2012, and the Star Wars comics license returned to Marvel in 2015. In 2017, IDW Publishing launched the anthology series Star Wars Adventures.[1]","Comics Star Wars, produced by various comic book publishers since the debut of the 1977 film Star Wars, have been. An eponymous series by Marvel Comics, began in 1977 with a six-issue comic adaptation of the film and ran for 107 issues until 1986, it did. Blackthorne Publishing, a three-issue run of 3-D comics from 1987 to 1988, released. Dark Horse, the limited series Star Wars: Dark Empire in 1991, published. Over 100 Star Wars titles until 2014, ultimately produced, they did. The"
train_46408,• what is the name of the sculptor of the first world cup trophy,"FIFA World Cup Trophy The Jules Rimet Trophy was the original prize for winning the Football World Cup. Originally called ""Victory"", but generally known simply as the World Cup or Coupe du Monde, it was renamed in 1946 to honour the FIFA President Jules Rimet who in 1929 passed a vote to initiate the competition. It was designed by Abel Lafleur and made of gold-plated sterling silver on a white/yellow marble base. In 1954 this base was replaced with a high base made of lapis lazuli. It stood 35 centimetres (14 in) high and weighed 3.8 kilograms (8.4 lb).[2] It comprised a decagonal cup, supported by a winged figure representing Nike, the ancient Greek goddess of victory. The Jules Rimet Trophy was taken to Uruguay for the first FIFA World Cup aboard the Conte Verde, which set sail from Villefranche-sur-Mer, just southeast of Nice, on 21 June 1930. This was the same ship that carried Jules Rimet and the footballers representing France, Romania, and Belgium who were participating in the tournament that year. The first team to be awarded the trophy was Uruguay, the winners of the 1930 World Cup.[3]","The original prize for winning the Football World Cup, the Jules Rimet Trophy was. To honour the FIFA President Jules Rimet, in 1946 renamed, it was. Designed by Abel Lafleur, of gold-plated sterling silver on a white/yellow marble base, it was. In 1954, the base replaced with a high base made of lapis lazuli, it was. A decagonal cup, with a winged figure representing Nike, the ancient Greek goddess of victory, it comprised. To Uruguay for the first FIFA World Cup, the trophy taken was. The first team to be awarded the trophy,"
train_44282,what is the meaning of the female eunuch,"The Female Eunuch The Female Eunuch is a 1970 book by Germaine Greer that became an international bestseller and an important text in the feminist movement. Greer's thesis is that the ""traditional"" suburban, consumerist, nuclear family represses women sexually, and that this devitalises them, rendering them eunuchs. The book was published in London in October 1970. It received a mixed reception, but by March 1971, it had nearly sold out its second printing. It has been translated into eleven languages.[1]","A 1970 book by Germaine Greer, The Female Eunuch is. An international bestseller and an important text in the feminist movement, it became. Sexually, women represses, the ""traditional"" suburban, consumerist, nuclear family does. Devitalises them, it does, and eunuchs, they become. Published in London in October 1970, it was. A mixed reception, it received. Nearly sold out its second printing, by March 1971, it had. Into eleven languages, translated, it has. The bestseller, it"
train_64333,how many episodes are on season 3 of empire,"Empire (season 3) The third season of the American television drama series Empire premiered on September 21, 2016, in the United States on Fox.[1] The third season was ordered on January 15, 2016.[2] The show is produced by 20th Century Fox, in association with Imagine Entertainment, Lee Daniels Entertainment, Danny Strong Productions and Little Chicken Inc. The showrunners for this season are Ilene Chaiken, Danny Strong and Lee Daniels. The season airs on Wednesday at 9:00 pm, the same slot as the previous seasons. The season concluded on May 24, 2017 and contained 18 episodes.","Premiered on September 21, 2016, in the United States on Fox, the third season of the American television drama series Empire did. Ordered on January 15, 2016, the third season was. Produced by 20th Century Fox, in association with Imagine Entertainment, Lee Daniels Entertainment, Danny Strong Productions and Little Chicken Inc., the show is. The showrunners for this season, Ilene Chaiken, Danny Strong and Lee Daniels are. Airing on Wednesday at 9:00 pm, the same slot as the previous seasons, the season does. Concluded on May"
train_54370,how did the toronto marlies get their name,"Toronto Marlies The team is named after the former Toronto Marlboros, a junior hockey team that played in Toronto from 1904 to 1989, the last 62 years of that time under common ownership with the Leafs. The team was long known as the ""Marlies"" to fans and media alike. To avoid any potential association with the similarly named cigarette brand, MLSE uses the abbreviated form as the team's official nickname.","The team is named after the former Toronto Marlboros, a junior hockey team that played in Toronto from 1904 to 1989, the last 62 years of that time under common ownership with the Leafs, it is. Long known as the ""Marlies"" to fans and media alike, the team was. To avoid any potential association with the similarly named cigarette brand, MLSE uses the abbreviated form as the team's official nickname, it does."
train_49388,when did the body style change on the ford escape,"Ford Escape The updated Escape received some styling cues from the Explorer, Edge, and Expedition. Changes include a new grille with larger headlamps in the front fascia, while the sides were revised with cleaner lines and rounder wheel arches. The interior is also completely redesigned, including the newest standard Ford family navigation system.[31]","The updated Escape, some styling cues from the Explorer, Edge, and Expedition received. A new grille with larger headlamps in the front fascia, it has. The sides revised with cleaner lines and rounder wheel arches, they were. Completely redesigned, the interior is, including the newest standard Ford family navigation system."
train_82839,who sings the song the beat goes on,"And the Beat Goes On (The Whispers song) ""And the Beat Goes On"" is a 1979 single by the American music group The Whispers. The song was their first of two number-one singles on the Soul chart, and their first Top 20 hit on the Billboard Hot 100, peaking at number 19.[2] ""And the Beat Goes On"" was the group's only number-one song on the dance chart.[3] It was also their first and biggest hit in the United Kingdom, peaking at number 2 on the UK Singles Chart. The song also peaked at number 27 on the Canadian RPM chart.","system A 1979 single by The Whispers, ""And the Beat Goes On"" is. Their first of two number-one singles on the Soul chart, and their first Top 20 hit on the Billboard Hot 100, peaking at number 19, it was. On the dance chart, their only number-one song, it was. In the United Kingdom, their first and biggest hit, peaking at number 2 on the UK Singles Chart, it did. On the Canadian RPM chart, at number 27, it peaked."
train_66042,who sings lead on eagles i can t tell you why,"I Can't Tell You Why ""I Can't Tell You Why"" is a song by the American rock band Eagles which appeared on their 1979 album The Long Run. The song was written by band members Timothy B. Schmit, Glenn Frey, and Don Henley. Recorded in March 1978, it was the first song finished for the album and the first Eagles song to feature Schmit on lead vocals.[2] The studio version became a Billboard Top 10 hit in April 1980, reaching number 8 on the Billboard Hot 100 and number 3 on the Adult Contemporary chart.[3] It is their last Top Ten hit on the Hot 100.","A song by the American rock band Eagles, ""I Can't Tell You Why"" is. On their 1979 album The Long Run, it appeared. Written by band members Timothy B. Schmit, Glenn Frey, and Don Henley, it was. In March 1978, recorded, it was. The first Eagles song to feature Schmit on lead vocals, it was. A Billboard Top 10 hit in April 1980, the studio version became. Number 8 on the Billboard Hot 100 and number 3 on the Adult Contemporary chart, it reached. Their last Top Ten hit on the Hot"
train_25406,who sings in the song feel it still,"Feel It Still ""Feel It Still"" is a song by American rock band Portugal. The Man. The song, which has interpolations from The Marvelettes' 1961 hit ""Please Mr. Postman"",[2][3] was written by the band along with John Hill and Asa Taccone, with the latter two serving as producers. It serves as the second single and first radio single off their eighth studio album Woodstock. The song reached number one on the US Alternative Songs, Mexican and Russian Tophit airplay chart, and became their first entry on the Hot 100, reaching number four as of October 2017. It was also featured in advertisements for the Apple iPad Pro,[4] Vitamin Water,[5] YouTube TV and in the first and second trailers for the 2018 film Peter Rabbit.[6]","Feel It Still, a song by American rock band Portugal. The Man, is. Written by the band along with John Hill and Asa Taccone, was. The Marvelettes' 1961 hit ""Please Mr. Postman,"" interpolations from, has. The second single and first radio single off their eighth studio album Woodstock, serves. On the US Alternative Songs, Mexican and Russian Tophit airplay chart, number one reached. The Hot 100, into, their first entry, as of October 2017, four reached. In advertisements for the Apple iPad Pro, Vitamin Water,"
train_68472,is central america part of the continent of north america or south america,"Central America Central America (Spanish: América Central, Centroamérica) is the southernmost, isthmian portion of the North American continent, which connects with the South American continent on the southeast. Central America is bordered by Mexico to the north, Colombia to the southeast, the Caribbean Sea to the east, and the Pacific Ocean to the west. Central America consists of seven countries: Belize, Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, and Panama. The combined population of Central America is between 41,739,000 (2009 estimate)[2] and 42,688,190 (2012 estimate).[3]","The southernmost, isthmian portion of the North American continent, Central America is. With the South American continent on the southeast, connects it does. Mexico to the north, Colombia to the southeast, the Caribbean Sea to the east, and the Pacific Ocean to the west, borders it does. Seven countries, Central America consists of: Belize, Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, and Panama. Between 41,739,000 (2009 estimate) and 42,688,190 (2012 estimate), the combined population of Central America is."
train_96532,what ocean zone does the frilled shark live in,"Frilled shark The frilled shark (Chlamydoselachus anguineus) is one of two extant species of shark in the family Chlamydoselachidae, with a wide but patchy distribution in the Atlantic and Pacific Oceans. This species is found over the outer continental shelf and upper continental slope, generally near the bottom, though there is evidence of substantial upward movements. It has been caught as deep as 1,570 m (5,150 ft), although it is uncommon below 1,200 m (3,900 ft).[2] In Suruga Bay, Japan, it is most common at depths of 50–200 m (160–660 ft). Exhibiting several primitive features, the frilled shark has often been termed a living fossil. It reaches a length of 2 m (6.6 ft) and has a dark brown, eel-like body with the dorsal, pelvic, and anal fins placed far back. Its common name comes from the frilly or fringed appearance of its six pairs of gill slits, with the first pair meeting across the throat.","The frilled shark (Chlamydoselachus anguineus) one of two extant species of shark in the family Chlamydoselachidae, is. In the Atlantic and Pacific Oceans, a wide but patchy distribution, it has. Over the outer continental shelf and upper continental slope, found, it is, generally near the bottom, though upward movements substantial, there is. As deep as 1,570 m (5,150 ft), caught, it has, although below 1,200 m (3,900 ft), uncommon, it is. In Suruga Bay, Japan,"
train_91763,who wrote the song baby it's cold outside,"Baby, It's Cold Outside ""Baby, It's Cold Outside"" is a song written by Frank Loesser in 1944. It is a call and response duet in which a host, usually performed by a male voice, tries to convince a guest, usually performed by a female voice, that she should stay the evening because the weather is cold and the trip home would be difficult.","A song written by Frank Loesser in 1944, ""Baby, It's Cold Outside"" is. A call and response duet, it is. The weather cold, the trip home difficult, it is. Convince a guest, the host tries, to. A female voice, usually performed by, the guest is. A male voice, usually performed by, the host is. Stay the evening, she should, the host says. The cold, the weather is, and the trip home, difficult, it is."
train_40743,when was the world war 2 memorial dedicated,"National World War II Memorial Opened on April 29, 2004, it was dedicated by President George W. Bush on May 29, 2004.[3] The memorial is administered by the National Park Service under its National Mall and Memorial Parks group.[4] As of 2009, more than 4.4 million people visit the memorial each year.[not verified in body]","On April 29, 2004, opened, the National World War II Memorial was. Dedicated by President George W. Bush on May 29, 2004, it was. Administered by the National Park Service, the memorial is, under its National Mall and Memorial Parks group. More than 4.4 million people, each year, the memorial visit, as of 2009. The."
train_76580,what voltage comes out of a wall outlet,"Mains electricity The two principal properties of the electric power supply, voltage and frequency, differ between regions. A voltage of (nominally) 230 V and a frequency of 50 Hz is used in Europe, most of Africa, most of Asia, much of South America and Australia. In North America, the most common combination is 120 V and a frequency of 60 Hz. Other voltages exist, and some countries may have, for example, 230 V but 60 Hz. This is a concern to travelers, since portable appliances designed for one voltage and frequency combination may not operate with, or may even be destroyed by another. The use of different and incompatible plugs and sockets in different regions and countries provides some protection from accidental use of appliances with incompatible voltage and frequency requirements.","The two principal properties of the electric power supply, voltage and frequency, differ between regions, they do. A voltage of (nominally) 230 V and a frequency of 50 Hz, used in Europe, most of Africa, most of Asia, much of South America and Australia, it is. In North America, the most common combination, 120 V and a frequency of 60 Hz, used, it is. Other voltages exist, and some countries may have, for example, 230 V but 60 Hz, they do. A concern to travelers, this is, since portable appliances designed for one voltage and"
train_69368,where is portugal located on the world map,"Portugal Portugal (Portuguese: [puɾtuˈɣaɫ]), officially the Portuguese Republic (Portuguese: República Portuguesa [ʁɛˈpuβlikɐ puɾtuˈɣezɐ]),[note 1] is a country located mostly on the Iberian Peninsula in southwestern Europe. It is the westernmost country of mainland Europe, bordered to the west and south by the Atlantic Ocean and to the north and east by Spain. Its territory also includes the Atlantic archipelagos of the Azores and Madeira, both autonomous regions with their own regional governments. The capital and largest city is Lisbon, other major cities are Porto, Braga, Aveiro, Faro and Coimbra.","Located mostly on the Iberian Peninsula in southwestern Europe, Portugal is. A country, it is, mostly on the Iberian Peninsula. Westernmost country of mainland Europe, it is, bordered to the west and south by the Atlantic Ocean, and to the north and east by Spain. The Atlantic archipelagos of the Azores and Madeira, its territory also includes. Autonomous regions with their own regional governments, they are. The capital and largest city, Lisbon, is. Other major cities, Porto, Braga, Aveiro, Faro, and Coimbra, there are."
train_46326,how does rigor mortis determine time of death,"Rigor mortis The degree of rigor mortis may be used in forensic pathology, to determine the approximate time of death. A dead body holds its position as rigor mortis sets in. If the body is moved after death, but before rigor mortis begins, forensic techniques such as livor mortis can be applied. If the position in which a body is found does not match the location where it is found (for example, if it is flat on its back with one arm sticking straight up), that could mean someone moved it.","system The degree of rigor mortis, in forensic pathology, used to determine the time of death, may be. A dead body, its position holds, as rigor mortis sets in. In forensic techniques, such as livor mortis, can be applied, if the body is moved after death, but before rigor mortis begins. The position in which a body is found, the location where it is found, match, does not, that could mean someone moved it."
train_44848,what do you call a person that thinks they are always sick,"Hypochondriasis Hypochondriasis or hypochondria is a condition in which a person is excessively and unduly worried about having a serious illness. An old concept, its meaning has repeatedly changed due to redefinitions in its source metaphors.[1] It has been claimed that this debilitating condition results from an inaccurate perception of the condition of body or mind despite the absence of an actual medical diagnosis.[2] An individual with hypochondriasis is known as a hypochondriac. Hypochondriacs become unduly alarmed about any physical or psychological symptoms they detect, no matter how minor the symptom may be, and are convinced that they have, or are about to be diagnosed with, a serious illness.[3]","A condition in which a person is excessively and unduly worried about having a serious illness, hypochondriasis is. An old concept, its meaning has repeatedly changed due to redefinitions in its source metaphors, it has. An actual medical diagnosis, the absence of, yet an inaccurate perception of the condition of body or mind, it results from. A hypochondriac, an individual with this condition is known. Alarmed about any physical or psychological symptoms they detect, they become, no matter how minor the symptom may be, and a serious illness, they are convinced they have, or about to be diagnosed with. The symptoms"
train_19376,who plays norma on orange is the new black,"Annie Golden Annie Golden (born October 19, 1951)[1] is an American actress and singer. She is best known for portraying mute Norma Romano in Orange Is the New Black since 2013.","An American actress and singer, Annie Golden is. Mute Norma Romano in Orange Is the New Black, she portrays since 2013."
train_34859,on which of the following river sardar sarovar dam is built,"Sardar Sarovar Dam The Sardar Sarovar Dam is a gravity dam on the Narmada river near Navagam, Gujarat in India. Four Indian states, Gujarat, Madhya Pradesh, Maharastra and Rajasthan, receive water and electricity supplied from the dam. The foundation stone of the project was laid out by Prime Minister Jawaharlal Nehru on April 5, 1961. The project took form in 1979 as part of a development scheme to increase irrigation and produce hydroelectricity. The dam was inaugurated by Prime Minister Narendra Modi on September 17, 2017.[3]","A gravity dam on the Narmada river near Navagam, Gujarat in India, the Sardar Sarovar Dam is. Four Indian states, water and electricity supplied from the dam, receive. Laid out by Prime Minister Jawaharlal Nehru on April 5, 1961, the foundation stone of the project was. In 1979 as part of a development scheme to increase irrigation and hydroelectricity produce, the project took form. Inauguated by Prime Minister Narendra Modi on September 17, 2017, the dam was. The. The. The"
train_36499,who played danny on law and order svu,"Connie Nielsen In 2004, Nielsen made her Danish film debut in the drama, BrÃ¸dre (also known as Brothers), for which she won the Danish Best Actress Award, the Bodil, as well as Best Actress at the San Sebastian International Film Festival. She was also nominated for Best Actress at the European Film Awards. In 2006, Nielsen appeared in several episodes of Law & Order: Special Victims Unit as Detective Dani Beck. She filled in for Mariska Hargitay, who was on maternity leave at the time of filming.[9]","In 2004, Nielsen made her Danish film debut in the drama, Brødre (also known as Brothers), for which she won the Danish Best Actress Award, the Bodil, as well as Best Actress at the San Sebastian International Film Festival. Nominated for Best Actress at the European Film Awards, she was. In 2006, in several episodes of Law & Order: Special Victims Unit as Detective Dani Beck, Nielsen appeared. Filled in for Mariska Hargitay, who was on maternity leave at the time of filming, she did."
train_18891,what ocean zone does the sperm whale live in,"Sperm whale The sperm whale is a pelagic mammal with a worldwide range, and will migrate seasonally for feeding and breeding.[4] Females and young males live together in groups, while mature males (bulls) live solitary lives outside of the mating season. The females cooperate to protect and nurse their young. Females give birth every four to twenty years, and care for the calves for more than a decade. A mature sperm whale has few natural predators, although calves and weakened adults are sometimes killed by pods of orcas (killer whales).","system Pelagic mammal with a worldwide range, the sperm whale is. Migrate seasonally for feeding and breeding, it does. In groups, females and young males live together, while outside of the mating season, alone, mature males live. The females, their young protect and nurse, they do. Every four to twenty years, give birth, they do, and for more than a decade, care for the calves, they do. Few natural predators, a mature sperm whale has, although calves and weakened adults, by pods of orcas, killed, they are."
train_83685,who won season 17 of america's next top model,"America's Next Top Model (cycle 17) The winner of the competition was 30-year-old Lisa D'Amato from Los Angeles, California, who originally placed sixth in cycle 5.","The winner of the competition, 30-year-old Lisa D'Amato from Los Angeles, California, was. Originally placed sixth in cycle 5, she did."
train_82139,who does dish network use for internet service,"Dish Network On September 27, 2012, Dish Network announced a satellite broadband service called DishNET, aimed at rural areas.[25]","On September 27, 2012, announced a satellite broadband service called DishNET, Dish Network did. Aimed at rural areas, it was."
train_94639,where are unwanted amino acids converted into urea,"Deamination In the human body, deamination takes place primarily in the liver, however glutamate is also deaminated in the kidneys. In situations of excess protein intake, deamination is used to break down amino acids for energy. The amino group is removed from the amino acid and converted to ammonia. The rest of the amino acid is made up of mostly carbon and hydrogen, and is recycled or oxidized for energy. Ammonia is toxic to the human system, and enzymes convert it to urea or uric acid by addition of carbon dioxide molecules (which is not considered a deamination process) in the urea cycle, which also takes place in the liver. Urea and uric acid can safely diffuse into the blood and then be excreted in urine.","In the human body, deamination takes place primarily in the liver, however, glutamate is also deaminated in the kidneys. In situations of excess protein intake, deamination is used to break down amino acids for energy. The amino group is removed from the amino acid and converted to ammonia. The rest of the amino acid, mostly carbon and hydrogen, is recycled or oxidized for energy. Toxic to the human system, ammonia is, and enzymes convert it to urea or uric acid by addition of carbon dioxide molecules in the urea cycle, which also takes place in the liver. Urea and uric acid can safely"
train_11891,who signed the civil rights act of 1991,Civil Rights Act of 1991 President Bush had used his veto against the more comprehensive Civil Rights Act of 1990. He feared racial quotas would be imposed but later approved the 1991 version of the bill.[3],"Against the more comprehensive Civil Rights Act of 1990, President Bush had used his veto. Racial quotas, he feared, but later approved the 1991 version of the bill, he did."
